route,label,predicted_category,confidence,description,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00200.jpg,none,none,0.95,The image shows a solar eclipse with clouds in the sky and no signs of fire or smoke.,9886.1,312.2,9305.9,772,627,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00202.jpg,none,none,0.95,"The image displays a daytime landscape with natural cloud formations and the sun, showing no signs of smoke plumes, flames, or heat haze.",8804.2,307.6,8242.4,772,554,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00205.jpg,none,none,0.95,"The image displays a dramatic cloudy sky with sunlight breaking through, but there are no visible smoke plumes, flames, or hotspots indicative of a fire.",9206.9,322.7,8601.4,772,578,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00206.jpg,none,none,0.95,"The image shows a cloudy sky with sunlight breaking through, but there are no visible smoke columns, flames, or heat haze indicators in the landscape.",9407.1,315.0,8801.0,772,591,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00207.jpg,none,none,0.95,"The image shows a landscape with heavy cloud cover and sunlight breaking through on the right side, but there are no visible fire hotspots or smoke plumes.",10795.0,315.4,10191.1,772,682,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00215.jpg,none,none,0.95,The image displays a sunset scene with clouds and no visible fire hotspots or smoke plumes.,8382.3,309.9,7819.0,772,525,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00227.jpg,none,none,0.95,The image shows a clear landscape with natural cloud formations and no visible smoke or fire signals.,8848.4,307.8,8241.9,772,554,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00229.jpg,none,none,0.95,"The image shows a clear daytime scene with natural cumulus clouds and no visible smoke columns, flames, or heat haze.",8523.5,309.7,7965.0,772,533,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00230.jpg,none,none,0.95,The image shows a daytime landscape with clouds in the sky and no visible signs of fire or smoke.,13502.0,335.1,12868.6,772,866,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00237.jpg,none,none,0.95,"The image shows a cityscape at dusk or dawn with natural cloud formations and sunlight on the horizon, with no visible fire or smoke.",9710.3,318.9,9122.8,772,613,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00238.jpg,none,none,0.95,"The image displays a cityscape with natural cloud cover and artificial lighting, showing no signs of smoke, flames, or heat haze.",8652.6,308.5,8087.8,772,544,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00241.jpg,none,none,0.95,"The image displays a cityscape at dusk with natural clouds and the sun on the horizon, showing no evidence of fire or smoke.",9904.3,316.3,9350.1,772,628,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00242.jpg,none,none,1.0,The image shows a cloudy cityscape with no visible smoke or fire signals.,7680.7,324.9,7106.1,772,479,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00243.jpg,none,none,0.95,"The image shows an overcast cityscape with no visible smoke columns, flames, or heat haze.",8234.3,320.0,7664.6,772,514,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00253.jpg,none,none,0.95,"The image shows a cloudy cityscape with natural lighting and no visible signs of smoke, flames, or heat haze.",9696.7,324.5,9112.6,772,611,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00260.jpg,none,none,0.95,"The image displays a clear urban landscape with natural clouds and no visible signs of smoke, flames, or heat haze.",8745.5,318.6,8179.5,772,548,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00277.jpg,none,none,0.95,"The image shows a city skyline under dark, heavy storm clouds with no visible smoke plumes or fire sources.",11361.3,315.6,10786.0,772,723,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00287.jpg,none,none,0.95,"The image displays a cloudy urban landscape with no visible signs of fire such as flames, smoke plumes, or hotspots.",8245.6,317.5,7693.7,772,515,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00306.jpg,none,none,0.95,The image displays a clear cityscape with natural clouds and no visible smoke or fire signals.,7215.2,312.6,6651.4,772,447,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00312.jpg,none,none,0.95,"The image displays a clear cityscape with natural clouds and mountains, showing no signs of fire or smoke.",7955.6,313.3,7407.2,772,497,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00313.jpg,none,none,0.95,The image displays a clear urban landscape with natural clouds and no visible smoke or fire indicators.,7208.8,313.7,6661.1,772,447,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00318.jpg,none,none,0.95,"No fire signals are detected; the scene shows buildings and trees under a cloudy, pink-hued sky without any visible flames or smoke plumes.",11304.0,311.9,10745.8,772,720,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00321.jpg,none,none,0.95,"The image displays a landscape with buildings and vegetation under a cloudy sky, showing no signs of smoke, flames, or heat haze.",11415.6,308.6,10824.5,772,725,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00327.jpg,none,unknown,0.0,,63159.4,318.9,62518.3,772,4096,65.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00336.jpg,none,none,0.95,"The image shows a cloudy sky over a landscape with buildings and vegetation, with no visible fire or smoke.",11153.7,308.1,10611.6,772,714,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00349.jpg,none,none,0.95,"The image displays a landscape with mountains and buildings under a bright sky with clouds, but there are no visible flames, hotspots, or smoke plumes indicative of a fire.",10065.0,319.9,9507.7,772,640,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00356.jpg,none,none,0.95,"The image displays a landscape with mountains and buildings under a cloudy sky with bright sunlight, showing no evidence of fire or smoke.",9077.5,307.7,8518.2,772,573,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00358.jpg,none,none,0.95,"The image shows a mountain landscape with buildings in the foreground under a cloudy sky illuminated by the sun, with no visible fire or smoke plumes.",15317.3,318.6,14764.5,772,992,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00359.jpg,none,none,0.95,"The image displays a landscape with a large, illuminated cloud formation and silhouetted buildings, but there are no visible fire signals such as smoke plumes or flames.",14525.7,309.2,13967.3,772,938,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00367.jpg,none,both,0.75,"A bright, glowing fire hotspot is visible on the horizon accompanied by a large, dark smoke plume rising into the night sky.",19083.9,319.8,18490.7,772,1242,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00371.jpg,none,none,0.95,No fire signals detected; the image shows natural cloud cover and fog over the mountain and buildings.,9974.0,318.2,9403.9,772,633,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00376.jpg,none,none,0.95,"The image displays a cloudy sky with buildings and vegetation, but the reddish hue and cloud formations appear to be natural weather conditions or camera artifacts rather than smoke or fire signals.",27732.2,307.0,27120.9,772,1818,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00377.jpg,none,none,0.95,"The image displays a landscape with buildings and a mountain partially obscured by natural cloud cover, with no visible smoke plumes, flames, or hotspots indicating a fire.",10851.1,309.9,10294.9,772,692,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00379.jpg,none,none,0.95,"The image shows a landscape with buildings and a mountain obscured by natural clouds, showing no signs of smoke or fire.",9207.2,312.6,8610.2,772,580,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00393.jpg,none,none,0.95,"The image displays a cloudy urban landscape with no visible signs of fire, smoke plumes, or heat haze.",8376.3,290.9,7826.8,717,527,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00403.jpg,none,none,0.95,No fire signals or smoke are visible in this night-time cityscape; all lights appear to be standard artificial illumination.,8307.1,288.1,7764.2,717,523,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00407.jpg,none,none,1.0,No fire signals or smoke are visible in this clear daytime aerial view of the city.,6775.5,293.6,6233.5,717,419,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00410.jpg,none,none,0.95,"The image shows a city skyline under a heavy, dark storm cloud formation with no visible smoke or fire signals.",8999.5,288.6,8466.2,717,568,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00412.jpg,none,none,0.95,"The image depicts a twilight landscape with artificial streetlights and clear skies, showing no signs of fire or smoke.",9053.9,320.9,8481.7,772,570,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00417.jpg,none,none,0.95,"The image displays a night scene with artificial streetlights and distant city lights on the hills, but there are no irregular glowing spots, smoke plumes, or heat haze indicative of a fire.",9020.9,306.3,8466.6,772,569,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00425.jpg,none,none,0.95,"The image shows a sunset scene with natural clouds and artificial city lights, with no visible smoke or flames.",8878.6,306.7,8314.5,772,559,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00428.jpg,none,none,0.95,"The image displays a cityscape at sunset with clear skies and artificial lighting, showing no signs of smoke, flames, or heat haze.",9173.7,309.3,8599.7,772,578,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00429.jpg,none,none,0.95,"The image displays a city scene at twilight with artificial lighting and reflections, but lacks any visible smoke columns, flames, or heat haze indicators.",8623.5,311.8,8049.6,772,541,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00438.jpg,none,none,0.95,"The image shows a clear, sunny day with natural clouds and no visible smoke or fire signals.",9602.7,315.3,9034.1,772,607,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00441.jpg,none,none,1.0,No fire signals or smoke are visible in the image; the bright light source is the sun.,8110.2,308.1,7545.5,772,508,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00442.jpg,none,none,0.95,"The image shows a bright sun low on the horizon over a city waterfront with tents and buildings, but no smoke or flames are visible.",14465.4,309.7,13889.8,772,932,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00447.jpg,none,none,0.95,"The image shows a sunset scene with the sun low on the horizon and no visible smoke columns, flames, or heat haze.",10683.0,320.3,10116.0,772,680,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00450.jpg,none,none,0.95,"The image depicts a sunset scene with the sun low on the horizon and clouds in the sky, but there are no visible fire signals such as flames, smoke columns, or heat haze.",9461.4,309.2,8904.1,772,599,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00452.jpg,none,none,0.98,"The image depicts a sunset scene with natural clouds illuminated by the sun, showing no evidence of fire, smoke, or heat haze.",8391.6,307.3,7840.7,772,527,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00464.jpg,none,none,0.95,"The image shows a rainy, overcast cityscape with no visible smoke columns, flames, or heat haze, only atmospheric haze and raindrops on the lens.",8580.2,311.2,8007.9,772,539,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00465.jpg,none,none,0.95,"The image shows a night view of a city skyline with illuminated buildings and a generally hazy sky, but there are no visible fire hotspots, flames, or distinct smoke plumes originating from a ground source.",38314.3,309.2,37728.0,772,2512,66.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00469.jpg,none,none,0.95,"The image shows a night view of a city skyline with rain on the lens, but no visible fire spots, flames, or distinct smoke plumes originating from a source are present.",26526.7,320.6,25932.4,772,1732,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00475.jpg,none,none,0.95,The image displays a cloudy cityscape with no visible fire hotspots or distinct smoke plumes rising from the ground.,11137.4,307.9,10580.1,772,708,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00485.jpg,none,none,0.95,"The image displays a night view of a city skyline with artificial building lights and no visible smoke columns, flames, or heat haze.",9732.5,307.8,9167.9,772,614,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00487.jpg,none,none,0.95,"The image displays a city skyline at night with standard architectural lighting and atmospheric glow, but no visible smoke columns, flames, or irregular hotspots indicative of a fire.",9322.1,306.8,8752.7,772,588,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00489.jpg,none,none,0.95,The image shows a cloudy cityscape with standard building lights and no visible smoke columns or fire hotspots.,10257.2,307.2,9700.3,772,649,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00505.jpg,none,none,1.0,The image shows a clear road with a vehicle ahead under a blue sky with no visible smoke or flames.,7579.5,314.2,7002.6,772,469,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00516.jpg,none,none,0.95,"The image shows a clear road scene with no visible smoke, flames, or heat haze.",6780.0,304.5,6225.0,772,418,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00529.jpg,none,none,0.95,"A clear daytime driving scene with no visible smoke, flames, or heat haze.",7888.3,315.5,7318.1,772,491,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00552.jpg,none,none,1.0,"The image shows a clear sunny day on a rural road with no visible smoke, flames, or heat haze.",8044.2,314.2,7491.2,772,503,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00553.jpg,none,none,0.95,No fire signals such as smoke or flames are visible in this daytime rural scene.,6959.8,316.3,6376.4,772,428,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00559.jpg,none,none,0.95,"The image shows a sunny road scene with bright sunlight causing significant lens flare, but there are no visible smoke columns, flames, or heat haze indicative of a fire.",7731.7,337.5,7109.7,772,477,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00560.jpg,none,none,0.95,"The image displays a clear road scene with blue skies and vegetation, showing no signs of smoke, flames, or heat haze.",8226.7,321.7,7656.3,772,515,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00561.jpg,none,none,0.95,"The image displays a clear road scene under a bright sun with no visible smoke, flames, or heat haze.",7887.2,320.8,7317.6,772,494,67.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00583.jpg,none,none,1.0,"The image shows a clear road scene with no visible smoke, flames, or heat haze.",8438.2,316.5,7869.5,772,531,67.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00584.jpg,none,none,0.95,"The image displays a clear road scene with dry vegetation under a blue sky, showing no signs of smoke, flames, or heat haze.",9062.2,307.8,8484.4,772,572,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00598.jpg,none,none,0.95,"The image shows a clear, sunny rural landscape with no visible smoke columns, flames, or heat haze.",5531.8,319.7,4973.2,772,336,67.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00602.jpg,none,none,0.95,"The image shows a clear, sunny day with dry vegetation and no visible smoke columns, flames, or heat haze.",8213.3,317.2,7656.0,772,516,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00611.jpg,none,none,0.95,"The image displays a clear, sunny rural scene with no visible signs of fire, smoke, or heat haze.",8259.7,310.8,7705.0,772,519,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00613.jpg,none,none,0.95,"The image displays a clear, sunny rural landscape with no visible smoke plumes, flames, or heat haze, indicating the absence of active fire.",12700.3,321.1,12124.2,772,817,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00619.jpg,none,none,0.95,"The image shows a sunny outdoor scene with vegetation and a dirt road, but there are no visible flames, hotspots, or smoke plumes.",8688.9,314.7,8119.4,772,547,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00629.jpg,none,none,1.0,"The image shows a clear road scene with no visible smoke, flames, or heat haze.",6874.1,307.5,6308.4,772,425,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00636.jpg,none,none,1.0,"The image shows a clear sunny day on a rural road with no visible smoke, flames, or heat haze.",7191.2,308.9,6617.9,772,447,67.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00640.jpg,none,none,0.95,No fire signals such as smoke or flames are visible in this daytime outdoor scene.,6040.1,313.4,5483.7,772,370,67.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00641.jpg,none,none,0.95,No fire or smoke signals are detected in this daytime image of a grassy field.,5587.5,307.7,5047.2,772,340,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00645.jpg,none,none,0.95,No fire signals or smoke are visible in this daytime landscape image.,7168.5,318.6,6606.3,772,444,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00651.jpg,none,none,0.95,"The image displays a clear blue sky and green vegetation with no visible smoke, flames, or heat haze, indicating no active fire.",6971.3,311.9,6422.5,772,432,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00659.jpg,none,none,0.95,The image shows a natural landscape with a large cumulus cloud and no visible fire signals or smoke.,9294.6,308.2,8718.2,772,584,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00660.jpg,none,none,0.95,"The image displays a natural landscape with a large cumulus cloud formation under a blue sky, showing no signs of fire, flames, or smoke.",8077.1,309.6,7505.7,772,504,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00662.jpg,none,none,0.95,"The image displays a large cumulus cloud formation in a clear blue sky over a hilly landscape, with no visible fire, smoke, or heat haze.",9415.7,310.7,8866.9,772,594,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00663.jpg,none,none,0.95,"The image depicts a landscape at dusk with clouds illuminated by the setting sun, showing natural alpenglow on distant mountains rather than fire or smoke.",13508.8,324.8,12920.3,772,868,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00668.jpg,none,none,0.95,"The image shows a night sky with clouds illuminated by lightning, which is a natural weather phenomenon and not a fire signal.",13577.8,312.4,13013.4,772,870,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00669.jpg,none,none,0.95,"The image displays a night sky with stars and a large cloud formation that is illuminated, likely by lightning or moonlight, with no visible smoke or fire signals.",12706.0,308.5,12142.1,772,814,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00672.jpg,none,none,0.95,"The image depicts a sunset or sunrise landscape with illuminated clouds, but there are no visible fire signals such as smoke plumes or flames.",9520.5,318.1,8949.8,772,601,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00676.jpg,none,none,0.95,"The image shows a natural landscape at dusk or dawn with clouds illuminated by the sun, but no signs of fire or smoke are present.",9884.9,306.0,9326.4,772,625,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00680.jpg,none,none,0.95,"The image depicts a sunset landscape with clouds illuminated by the sun, showing no signs of fire or smoke.",8673.6,319.0,8102.7,772,541,66.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00688.jpg,none,none,0.95,No fire or smoke is visible in this landscape view.,9049.0,312.0,8491.0,772,570,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00690.jpg,none,none,0.95,"The image displays a natural landscape with vegetation and a distant city skyline under cloudy skies, showing no signs of smoke, flames, or heat haze.",9814.2,314.4,9224.8,772,617,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00695.jpg,none,none,0.98,"The image shows a natural landscape with overcast skies and low-hanging mist or clouds over a forested area and distant city, with no visible flames, smoke plumes, or hotspots.",14176.4,311.1,13605.6,772,911,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00699.jpg,none,none,0.95,"The image shows a landscape with vegetation and a distant city skyline under cloudy skies, showing no signs of smoke or fire.",8771.5,313.1,8208.7,772,552,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00708.jpg,none,none,1.0,"The image displays a clear landscape with a rainbow and natural clouds, showing no signs of fire, smoke, or heat haze.",8204.7,310.5,7646.4,772,514,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00713.jpg,none,none,0.95,"The image displays a large cloud formation illuminated by low-angle sunlight, likely at sunset or sunrise, with no signs of fire or smoke.",9605.4,309.3,9029.1,772,605,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00719.jpg,none,none,0.95,"The image displays a dark sky with a bright horizon line that appears to be a break in clouds or a natural horizon glow, lacking the distinct hotspots, irregular glowing blobs, or smoke plumes characteristic of a fire.",26263.4,310.2,25693.7,772,1718,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00722.jpg,none,none,0.95,"The image displays a dark landscape with a horizontal band of light that appears to be a break in the clouds or distant horizon illumination, lacking the irregular hotspots or smoke plumes characteristic of a fire.",11528.0,320.3,10954.4,772,733,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00725.jpg,none,none,0.95,"The image displays a dark sky with clouds and silhouetted vegetation, but lacks any distinct fire signals such as bright hotspots or smoke plumes.",7863.7,308.0,7317.5,772,490,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00726.jpg,none,none,0.95,The image depicts a sunset or sunrise with illuminated cloud formations and no visible signs of fire or smoke.,16138.4,311.3,15577.6,772,1042,66.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00728.jpg,none,none,1.0,The image depicts a natural sunset or sunrise with illuminated clouds and no signs of fire or smoke.,7474.2,314.6,6906.5,772,465,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00729.jpg,none,none,0.95,"The image depicts a sunset with illuminated clouds and a silhouette of trees, showing no signs of fire or smoke.",9560.5,326.7,8970.1,772,601,67.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00731.jpg,none,none,0.95,"The image depicts a sunset or sunrise with illuminated clouds and a tree silhouette, showing no signs of fire or smoke.",29265.3,308.3,28653.2,772,1911,66.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00735.jpg,none,none,0.95,The image depicts a dramatic sunset or sunrise with illuminated clouds and no visible fire or smoke signals.,8289.6,312.2,7716.5,772,518,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00750.jpg,none,none,0.95,"The image displays dark storm clouds and a landscape with no visible signs of fire, flames, or smoke.",7257.6,308.8,6692.4,772,450,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00760.jpg,none,none,0.95,"The image displays a rainbow and storm clouds over a landscape, indicating rain and weather activity rather than fire or smoke.",8540.8,309.1,7927.4,772,533,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00765.jpg,none,none,0.98,"The image shows a dramatic storm scene with rainbows and dark clouds, indicating weather activity rather than fire or smoke.",9131.7,313.0,8575.3,772,575,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00766.jpg,none,none,0.95,"The image displays dark storm clouds covering the sky over a landscape, but there are no visible flames, hotspots, or smoke plumes indicative of a fire.",10677.7,309.9,10107.9,772,678,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00770.jpg,none,none,1.0,"The image displays a dramatic sky with large, dark storm clouds over a silhouetted landscape, with no visible smoke or fire signals.",8591.5,306.9,8015.1,772,539,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00782.jpg,none,none,0.95,The image displays natural weather clouds and a landscape silhouette without any visible fire or smoke.,6447.0,314.5,5892.4,772,397,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00784.jpg,none,none,0.95,The image shows natural cloud formations and a landscape silhouette with no signs of fire or smoke.,6847.1,310.5,6304.8,772,425,67.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00787.jpg,none,none,0.9,"The image depicts natural cloud formations illuminated by low-angle sunlight, likely at sunset, without any visible fire hotspots or smoke plumes.",12002.2,305.2,11465.5,772,770,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00791.jpg,none,none,0.95,The image displays illuminated clouds in a night sky with no visible fire hotspots or smoke plumes.,10412.6,312.3,9839.3,772,660,67.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00809.jpg,none,none,0.95,"The image displays a dramatic sunset with pink and purple clouds, indicating no fire or smoke is present.",9181.4,313.2,8623.8,772,580,67.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00812.jpg,none,none,0.95,"The image depicts natural cloud formations illuminated by ambient light, likely a sunset or sunrise, with no visible smoke columns, flames, or heat haze indicative of a fire.",10732.6,308.2,10161.1,772,683,67.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00814.jpg,none,none,0.95,"The image displays a dramatic sky with red-illuminated clouds, likely during sunset or sunrise, with no visible fire or smoke.",10324.9,310.2,9765.0,772,655,67.1
