route,label,predicted_category,confidence,description,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01457.jpg,none,none,0.95,"No visible fire signals such as flames, smoke columns, or heat haze are present in this nighttime urban landscape image.",6465.3,198.8,5927.8,859,318,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01461.jpg,none,none,0.95,"No visible fire signals such as flames, hotspots, or distinct smoke plumes detected under low-light conditions.",10098.7,197.8,9418.1,859,503,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01477.jpg,none,none,0.95,No visible fire signals or smoke detected; clear landscape with sunlight and clouds.,4519.6,197.9,4062.0,859,218,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01479.jpg,none,none,0.95,"The scene shows a clear dirt road with vegetation under daylight conditions, displaying no visible signs of smoke or flames.",7785.0,198.0,7206.5,859,386,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01482.jpg,none,none,0.95,No visible fire signals (flames or smoke) detected in the image.,5512.2,196.2,5032.5,859,270,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01494.jpg,none,none,0.95,No visible fire signals such as flames or smoke observed in low-light conditions.,7356.3,197.7,6783.3,859,364,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01504.jpg,none,none,0.95,No visible fire signals or smoke detected in this nighttime image.,7107.9,196.6,6555.5,859,351,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01510.jpg,none,none,0.95,No detectable signs of smoke or fire present in the image.,7647.4,196.8,7064.7,859,379,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01520.jpg,none,none,0.95,No fire signals detected; image shows normal cityscape with natural sunlight and clouds.,9531.3,197.6,8892.1,859,476,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01524.jpg,none,none,0.95,"The image depicts a cityscape during sunset with artificial lighting from buildings, but no visible signs of fire or smoke.",10749.0,198.7,10066.1,859,538,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01527.jpg,none,none,0.95,No visible fire signals detected; image depicts a typical sunset cityscape with clouds and artificial lighting.,8680.4,198.5,8064.0,859,432,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01536.jpg,none,none,0.95,"No visible fire signals such as bright hotspots, smoke plumes, or irregular glowing patterns detected in this nighttime urban scene.",7372.0,197.5,6806.1,859,365,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01540.jpg,none,none,0.95,"No visible signs of smoke, flames, or heat haze detected.",8843.4,198.7,8238.9,859,441,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01545.jpg,none,none,0.95,The image shows a cityscape under twilight skies without visible fire signals such as bright hotspots or irregular smoky plumes.,9443.5,197.7,8813.0,859,471,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01553.jpg,none,none,0.9,"No visible fire signals such as flames, hotspots, or abnormal smoke patterns detected.",7220.1,196.9,6661.6,859,357,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01568.jpg,none,none,0.85,The image shows a hazy sky with natural ambient light near the horizon but lacks distinct fire signals such as bright overexposed blobs or smoke plumes.,8324.1,196.9,7725.4,859,414,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01576.jpg,none,none,0.95,The image shows a natural sunset with mountains and clouds but no signs of fires or artificial lights.,9132.3,198.2,8506.6,859,455,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01585.jpg,none,none,0.95,The image shows a mountainous landscape under clear skies with no visible smoke columns or bright fire hotspots.,6634.0,198.7,6087.1,859,326,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01587.jpg,none,none,0.95,"The scene shows natural lighting from clouds illuminated by a distant light source, likely the sun during sunrise/sunset, without visible fire signals such as flames or smoke.",6593.8,199.0,6059.7,859,325,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01595.jpg,none,none,0.95,"The sunset scene shows no visible signs of active fires, smoke plumes or heat haze.",9224.2,197.7,8602.6,859,461,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01596.jpg,none,none,0.95,"No visible fire signals such as hotspots, flames, or distinct smoke plumes detected; the orange-yellow gradient near the horizon appears to be part of a sunset effect rather than indicative of active fires.",10670.2,196.7,9976.2,859,534,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01616.jpg,none,none,0.95,The image shows a sunset with no visible signs of fire or smoke; natural light and atmospheric conditions dominate the scene.,7965.5,196.7,7381.0,859,396,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01619.jpg,none,none,0.95,The image depicts a sunset over rocky terrain and trees without visible fire signals such as smoke plumes or hotspots.,8925.4,197.9,8298.5,859,444,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01620.jpg,none,none,0.95,"The image shows a sunset with natural landscape features and sunlight reflections, but there are no visible fire signals such as flames, hotspots, or smoke.",9593.3,197.9,8940.0,859,478,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01623.jpg,none,none,0.95,"The image depicts a serene sunset with silhouetted figures and vegetation, showing no signs of active fires or smoke.",9384.6,198.4,8748.4,859,468,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01626.jpg,none,none,0.95,"The image depicts a sunset scene with silhouettes and natural lighting; no fire signals such as flames, hotspots, or smoke columns are present.",11457.4,198.1,10731.5,859,574,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01643.jpg,none,none,0.95,The image depicts a sunset with clouds above silhouetted structures; no visible smoke columns or fire signals detected.,9859.6,198.7,9196.4,859,492,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01667.jpg,none,none,0.95,"The scene depicts a mountainous landscape with buildings and vegetation under soft lighting conditions, showing no clear signs of active fires or smoke plumes.",11308.3,198.0,10616.5,859,567,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01668.jpg,none,none,0.95,"No visible fire signals such as bright spots, irregular glowing areas, or distinct grayish-white plumes indicative of smoke are present.",8355.5,197.4,7765.2,859,416,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01670.jpg,none,none,0.95,No visible fire signals such as flames or smoke detected in low-quality conditions.,8469.8,198.3,7887.7,859,422,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01683.jpg,none,none,0.95,No visible signs of smoke or flames detected in the image.,6615.1,198.2,6089.1,859,326,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01685.jpg,none,none,0.6,No clear evidence of active fire or significant smoke; possible overexposed spot under the structure may indicate artificial light rather than fire.,9154.2,197.9,8540.6,859,457,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01690.jpg,none,none,0.95,No visible signs of fire or smoke detected in the image.,6985.8,197.5,6445.1,859,346,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01692.jpg,none,none,0.95,No visible flames or smoke detected; atmospheric haze likely due to weather.,6525.9,197.0,6006.6,859,322,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01702.jpg,none,none,0.95,"No visible fire signals such as bright hotspots, irregular glowing areas, or smoke plumes detected in this image.",8059.6,197.5,7494.8,859,401,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01710.jpg,none,none,0.95,No visible signs of fire (hotspots) or smoke plumes; cloud cover obscures distant terrain but lacks characteristics indicative of a ground-based fire source.,8071.0,197.8,7488.7,859,401,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01711.jpg,none,none,0.95,No visible fire signals or smoke detected in the outdoor landscape with clear vegetation and sky.,9485.5,197.4,8838.9,859,472,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01712.jpg,none,none,0.95,"The image shows an outdoor grassy area with trees and hills under a partly cloudy sky, but no visible signs of fire or smoke.",7278.1,198.5,6722.7,859,359,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01715.jpg,none,none,0.95,No signs of active fire or smoke detected in the image.,7390.7,197.9,6823.4,859,365,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01722.jpg,none,smoke,0.75,Hazy textures near vegetation suggest possible smoke obscuring the background.,9147.3,197.6,8515.5,859,456,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01726.jpg,none,none,0.95,"No visible fire signals such as smoke columns, flames, or heat haze detected in the image.",6693.6,197.8,6160.9,859,330,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01732.jpg,none,none,0.95,"The image shows a grassy field under daylight conditions with no visible fire signals, smoke plumes, or heat haze.",6852.7,197.9,6312.1,859,338,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01733.jpg,none,none,0.95,No visible signs of fire or smoke detected; natural landscape appears calm.,6644.9,197.2,6113.2,859,328,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01741.jpg,none,none,0.95,No visible signs of smoke or flames; natural landscape appears undisturbed.,6917.5,198.0,6374.4,859,341,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01752.jpg,none,none,0.2,"No clear fire signals such as smoke columns, flames or heat haze observed in the image.",9132.0,197.5,8521.2,859,455,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01756.jpg,none,both,0.85,Bright overexposed spot near horizon suggests fire with surrounding haze indicating smoke.,5750.5,197.0,5258.5,859,281,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01758.jpg,none,none,0.3,"No clear signs of fire, smoke columns, or heat haze detected in this dark and grainy image.",8401.0,198.2,7813.4,859,418,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01763.jpg,none,none,0.95,No fire signals detected; the image shows a thunderstorm with lightning and clouds.,8534.6,197.7,7923.8,859,425,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01780.jpg,none,none,0.95,No visible fire signals or smoke; image shows artificial lights and stormy clouds.,6014.4,197.5,5492.4,859,295,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01784.jpg,none,fire,0.7,Bright orange glow near water body suggests possible fire signal in poor lighting.,10885.9,197.5,10191.0,859,545,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01821.jpg,none,none,0.75,No visible fire signals detected; image shows vehicles and vegetation under twilight conditions without smoke or flames.,8916.9,199.0,8297.2,859,444,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01861.jpg,none,none,0.75,No clear fire signals detected; haze may be atmospheric rather than smoke.,10077.2,197.0,9423.8,859,504,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01875.jpg,none,none,0.95,No visible fire signals detected; image shows a rural road at dusk without smoke or flames.,8719.8,197.8,8126.7,859,434,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01878.jpg,none,none,0.95,"The image shows a normal evening scene without visible fire indicators such as flames, smoke plumes or heat haze.",9458.3,199.4,8816.2,859,472,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01885.jpg,none,none,0.6,No clear signs of active fires (flames/smoke) detected despite potential atmospheric haze.,8911.4,197.1,8294.5,859,444,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01889.jpg,none,none,0.95,"No visible signs of fire, flames, hotspots, or smoke detected in the image.",6995.7,197.6,6442.2,859,345,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01890.jpg,none,none,0.95,"No visible flames, smoke columns or heat haze observed; scene depicts industrial area with vehicles and debris but lacks definitive signs of active fire.",8353.9,199.6,7772.3,859,415,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01898.jpg,none,none,0.95,"No visible signs of fire, smoke columns, flames, or heat haze detected in the image.",7673.3,197.0,7103.0,859,380,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01899.jpg,none,none,0.95,No visible fire signals detected; image shows a normal evening road scene with vehicles and power lines.,9286.0,198.1,8657.2,859,463,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01901.jpg,none,none,0.95,No signs of active fires such as flames (bright spots) or smoke plumes are visible in the image.,8767.7,197.9,8159.0,859,436,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01902.jpg,none,none,0.95,No visible fire signals detected; possible artificial lights and environmental haze present.,7200.6,198.4,6650.6,859,356,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01911.jpg,none,none,0.95,No visible fire signals detected; possible atmospheric haze near horizon but no definitive smoke or flames.,9790.9,198.4,9131.1,859,489,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01913.jpg,none,none,0.95,No visible fire signals or smoke detected in the image.,4336.2,198.2,3890.5,859,209,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01933.jpg,none,none,0.95,No visible fire signals or smoke detected in the image.,6407.6,197.9,5866.9,859,315,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01941.jpg,none,none,0.7,Bright artificial lights on a hillside road without visible smoke plumes or fire-specific glow patterns.,13768.0,198.7,12960.7,859,693,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01943.jpg,none,none,0.95,"No visible signs of fire such as flames, smoke plumes, or heat haze; bright spots appear consistent with artificial lighting.",6391.8,198.5,5857.9,859,314,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01946.jpg,smoke,both,0.95,Thick black smoke emanating from a building with emergency vehicles and personnel present indicates an active fire incident.,10249.9,198.1,9586.2,859,512,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01958.jpg,none,none,0.95,"No visible signs of fire, flames, smoke columns, heat haze, or artificial light sources indicative of a wildfire.",12732.8,196.8,11987.1,859,639,53.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01965.jpg,none,none,0.95,"No visible signs of fire, flames, or abnormal smoke detected in the urban waterfront scene.",7941.3,197.2,7355.4,859,394,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01978.jpg,none,none,0.3,No clear fire signals detected; bright spots may be reflections or artificial lights.,13344.3,198.3,12571.3,859,671,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01982.jpg,none,none,0.95,No visible fire or smoke detected; image shows street scene with artificial lights and natural sky features.,9008.1,197.7,8395.5,859,449,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01988.jpg,none,none,0.95,No visible signs of fire or smoke; daytime scene with clouds and sunlight.,6807.5,198.6,6260.6,859,336,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01994.jpg,none,none,0.75,"No distinct smoke columns, flames, or heat haze detected in the blurry nighttime image with low resolution.",21294.9,197.7,20333.6,859,1076,52.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01996.jpg,none,none,0.95,No visible signs of active fires or smoke plumes; overcast sky obscures potential distant sources.,8970.5,197.1,8363.0,859,448,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01998.jpg,none,none,0.95,"No visible fire signals such as flames, hotspots, or abnormal smoke patterns detected in the nighttime scene.",7857.6,198.7,7277.7,859,390,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB01999.jpg,none,none,0.95,No visible fire signals detected; image shows daytime sky and landscape without smoke or flames.,7684.1,197.6,7115.9,859,381,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02004.jpg,none,none,0.95,"No visible signs of fire such as smoke columns, flames, or heat haze detected in this suburban neighborhood scene.",9275.3,199.5,8639.2,859,463,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02019.jpg,none,none,0.95,No visible signs of fire (flames/hotspots) or smoke detected; scene appears clear with natural structures and clouds.,8085.2,197.3,7487.4,859,401,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02026.jpg,none,fire,0.7,"A single orange glowing hotspot is visible on a dark road, suggesting potential fire activity amidst low-quality nighttime conditions.",8134.8,198.2,7561.3,859,404,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02038.jpg,none,none,0.95,"No visible signs of fire, such as bright hotspots or smoke plumes; the hazy areas appear consistent with natural atmospheric conditions in suburban environments.",11015.2,197.5,10346.9,859,552,53.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02046.jpg,none,none,0.95,No visible fire signals such as flames or smoke observed in the suburban neighborhood scene.,9276.4,199.1,8640.2,859,463,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02047.jpg,none,none,0.95,"No visible signs of fire, smoke plumes, or heat haze detected in the suburban residential area under cloudy evening conditions.",9884.7,197.4,9233.7,859,494,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02052.jpg,none,none,0.95,"The image depicts a sunset over an urban landscape with no visible fire signals such as smoke plumes, flames, or heat haze.",8142.8,198.6,7542.4,859,404,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02053.jpg,none,none,0.95,No visible flames or smoke detected; scene appears calm with no signs of active burning.,6374.3,197.0,5839.9,859,313,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02054.jpg,none,none,0.95,"The image shows a sunset over a cityscape with no visible fire signals, artificial lights are structured and not indicative of flames.",8609.6,197.5,7999.4,859,428,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02055.jpg,none,none,0.9,The image shows a sunset over urban and rural areas with no visible fire indicators such as smoke plumes or bright hotspots.,7034.2,197.3,6480.6,859,347,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02057.jpg,none,none,0.85,The image shows a sunset with silhouetted buildings and possible atmospheric haze near the horizon; no clear fire signals like bright hotspots or smoke plumes are visible.,12397.6,197.2,11633.8,859,622,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02061.jpg,none,none,0.6,"The image shows a sunset scene without clear evidence of fire signals such as flames, heat haze or distinct smoke columns.",9324.2,196.9,8681.3,859,465,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02064.jpg,none,none,0.95,"The image shows a sunset with bright sunlight and silhouettes of trees/buildings, but no visible fire signals like smoke columns, flames, or heat haze are detected.",8551.3,198.2,7936.7,859,425,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02066.jpg,none,none,0.95,The image shows a sunset with clear skies and natural landscape features; no signs of active fires or smoke are present.,7970.3,197.7,7365.2,859,395,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02092.jpg,none,none,0.95,The image depicts a serene sunset with no visible signs of fire or smoke.,6337.9,197.9,5798.9,859,311,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02094.jpg,none,none,0.95,"The bright orange/yellow horizon is consistent with sunlight during sunrise/sunset, not indicative of fire activity.",8248.7,198.0,7649.3,859,409,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02096.jpg,none,none,0.95,The image shows a sunset scene without visible fire signals such as flames or smoke.,9004.8,197.2,8395.6,859,448,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02109.jpg,none,smoke,0.75,Grayish haze near rooftops suggests possible smoke presence.,10369.7,197.4,9693.8,859,518,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02115.jpg,none,none,0.95,"The image shows a night scene with vibrant sky colors and city lights, but no distinct fire hotspots, irregular glowing patterns indicative of flames, or smoky textures obscuring natural features.",7952.3,197.6,7357.7,859,394,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02116.jpg,none,none,0.95,The image depicts a natural sunset scene with vibrant clouds and silhouettes; no fire or smoke signals are present.,8810.7,198.9,8199.9,859,438,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02122.jpg,none,none,0.95,The sunset colors and cloud formations are natural phenomena without signs of fire or smoke.,8209.2,198.1,7610.1,859,407,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02125.jpg,none,none,0.95,No visible fire signals detected; urban landscape with natural cloud formations during sunset.,10406.3,196.4,9728.8,859,520,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02133.jpg,none,none,0.95,"The image depicts a sunset with vibrant colors and silhouetted cityscape, showing no visible signs of fire or smoke.",7936.9,197.5,7344.2,859,393,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02141.jpg,none,none,0.95,"The image shows a sunset over a city skyline without visible signs of fire, smoke columns, or heat haze.",9276.8,197.5,8614.1,859,461,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02153.jpg,none,none,0.95,"The image shows a sunset over urban structures without visible signs of fire hotspots, flames, or abnormal smoke plumes.",8890.8,196.8,8254.1,859,442,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02157.jpg,none,none,0.95,"The landscape appears calm without any visible smoke, flames or hotspots.",5092.2,197.5,4592.9,859,247,53.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02165.jpg,none,none,0.6,"The image depicts a mountainous landscape with heavy cloud cover and rainfall over a valley lake surrounded by greenery, showing no visible fire signals.",10407.8,196.3,9707.8,859,520,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02167.jpg,none,none,0.95,The image depicts a tornado-like funnel cloud over water with no visible flames or smoke indicative of fire activity.,7026.1,198.0,6466.5,859,347,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02169.jpg,none,none,0.95,"No visible fire signals detected; image shows natural landscape with no signs of flames, hotspots, or abnormal haze indicative of combustion.",8860.0,197.5,8248.1,859,441,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02179.jpg,fire,none,0.95,No visible smoke or flames detected; bright areas are consistent with artificial lights and natural sunset haze.,9890.1,197.0,9217.2,859,493,53.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02189.jpg,none,none,0.95,"The image displays an open grassy field with scattered rocks and distant clouds under clear skies; no visible signs of smoke, flames or heat haze suggest a wildfire presence.",9190.2,196.8,8569.9,859,458,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02194.jpg,none,none,0.95,"No visible fire signals such as flames, smoke columns or heat haze detected.",6739.5,197.8,6198.2,859,332,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02198.jpg,none,none,0.95,"No visible signs of fire, flames, hotspots, or abnormal smoke patterns detected in the image.",7083.5,198.8,6529.2,859,350,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02204.jpg,none,none,0.9,"The image depicts an industrial area with silos and structures under a cloudy sky during sunset/sunrise, showing no signs of active fires or significant smoke plumes.",10842.9,197.5,10162.3,859,543,53.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02206.jpg,none,none,0.95,No visible flames or smoke detected; overcast sky and green vegetation suggest no active fire signals.,8376.6,197.5,7755.9,859,416,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02209.jpg,none,none,0.95,No visible signs of fire or smoke detected in the image.,6135.1,198.5,5615.9,859,301,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02211.jpg,none,none,0.95,"No visible flames, hotspots, or smoke detected; the image depicts an old stone tower under natural daylight conditions.",7071.5,198.1,6500.1,859,349,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02220.jpg,none,none,0.95,"No visible fire signals such as smoke columns, flames or heat haze detected in the image.",7197.4,198.5,6633.6,859,356,53.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02221.jpg,none,none,0.95,"No visible signs of smoke, flames or heat haze present during sunset over a calm river.",6808.6,197.7,6264.1,859,336,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02222.jpg,none,none,0.95,The image shows a cityscape at night with numerous artificial lights; no irregular fire hotspots or smoke plumes are detected.,10529.6,196.8,9832.8,859,527,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02227.jpg,none,none,0.95,"The image depicts a natural sunset over water, reflecting sunlight on calm surfaces and silhouettes of vegetation; no fire signals or smoke are present.",8781.5,197.9,8165.1,859,438,53.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB02229.jpg,none,none,0.95,"No visible signs of fire, smoke columns, flames, or heat haze detected in the image.",8056.9,197.2,7472.9,859,401,53.7
