route,label,predicted_category,confidence,description,total_ms,prompt_ms,eval_ms,prompt_tokens,generated_tokens,tokens_per_sec
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00646.jpg,both,both,0.9,The image shows a wildfire with both visible flames and smoke.,858.3,271.5,478.5,1201,52,108.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00662.jpg,smoke,both,0.9,The image shows a wildfire with both visible flames and smoke.,858.0,266.2,460.3,1201,52,113.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00664.jpg,smoke,both,0.8,The image shows a wildfire with both visible flames and smoke.,857.9,265.1,467.4,1201,52,111.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00669.jpg,smoke,none,0.0,No fire signals detected in the image.,810.1,261.3,429.3,1201,47,109.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00674.jpg,smoke,none,0.0,No fire signals detected in the image.,806.4,270.4,413.3,1201,47,113.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00675.jpg,smoke,none,0.0,No fire signals detected in the image.,807.2,272.9,434.5,1201,47,108.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00681.jpg,smoke,none,0.0,No fire signals detected in the image.,803.8,269.4,418.6,1201,47,112.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00683.jpg,smoke,none,0.0,No fire signals detected in the image.,805.7,262.6,429.7,1201,47,109.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00686.jpg,smoke,none,0.0,No fire signals detected in the image.,803.7,269.9,431.5,1201,47,108.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00687.jpg,smoke,none,0.0,The image provided does not show any clear signs of fire or smoke.,870.0,270.1,447.3,1201,53,118.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00700.jpg,smoke,none,0.0,No fire signals detected in the image.,806.2,272.2,406.6,1201,47,115.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00703.jpg,smoke,none,0.0,No clear fire signals are visible in the image.,827.2,269.0,437.1,1201,49,112.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00712.jpg,smoke,none,0.0,No fire signals detected in the image.,936.1,419.0,459.3,1201,47,102.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00723.jpg,smoke,none,0.0,No fire signals detected in the image.,775.4,264.0,461.9,1201,47,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00726.jpg,smoke,both,0.8,The image shows a wildfire with visible flames and smoke.,818.0,263.1,501.1,1201,51,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00732.jpg,smoke,both,0.8,The image shows both flames and smoke in a forested area.,824.9,263.5,508.2,1201,52,102.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00734.jpg,smoke,both,0.9,"The image shows both flames and smoke, with the fire appearing as bright white spots and the smoke as grayish-white plumes obscuring the background.",1012.4,262.9,689.7,1201,70,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00736.jpg,smoke,none,0.0,The image provided does not show any clear signs of fire or smoke.,843.5,263.4,528.7,1201,53,100.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00738.jpg,smoke,none,0.0,No fire signals detected in the image.,782.1,261.4,463.7,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00740.jpg,smoke,none,0.0,No fire signals detected in the image.,775.8,263.3,463.2,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00743.jpg,smoke,none,0.0,The image provided is too blurry and lacks clear details to confidently identify any fire signals.,897.3,262.5,582.2,1201,59,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00747.jpg,smoke,both,0.8,The image shows a helicopter with smoke coming from it and a fire in the background.,878.5,261.9,559.3,1201,57,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00751.jpg,smoke,both,0.9,The image shows a fire with visible flames and smoke.,802.8,261.1,496.9,1201,50,100.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00752.jpg,smoke,both,0.9,The image shows a fire with visible flames and smoke.,803.7,262.1,494.5,1201,50,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00754.jpg,smoke,none,0.0,No fire signals detected in the image.,772.4,260.0,462.6,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00760.jpg,smoke,none,0.0,The image provided is too blurry and lacks clear details to confidently detect any fire signals.,896.4,262.1,578.4,1201,59,102.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00763.jpg,smoke,none,0.0,No fire signals detected in the image.,777.7,262.6,461.1,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00764.jpg,smoke,none,0.0,No fire signals detected in the image.,775.6,262.0,463.6,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00779.jpg,smoke,none,0.0,No fire signals detected in the image.,778.1,262.7,462.2,1201,47,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00780.jpg,smoke,none,0.0,No fire signals detected in the image.,777.7,262.6,463.9,1201,47,101.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00786.jpg,smoke,none,0.0,No fire signals detected in the image.,778.2,262.6,463.1,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00807.jpg,smoke,none,0.0,No fire signals detected in the image.,774.3,261.2,461.8,1201,47,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00810.jpg,smoke,none,0.0,No fire signals detected in the image.,772.8,260.4,454.8,1201,47,103.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00813.jpg,smoke,none,0.0,No fire signals detected in the image.,776.5,262.2,459.5,1201,47,102.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00814.jpg,smoke,none,0.0,No fire signals detected in the image.,775.2,262.5,453.9,1201,47,103.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00815.jpg,smoke,none,0.0,No fire signals detected in the image.,774.1,262.0,456.5,1201,47,103.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00818.jpg,smoke,none,0.0,No fire signals detected in the image.,773.6,261.5,459.3,1201,47,102.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00823.jpg,smoke,both,0.8,The image shows a wildfire with both flames and smoke visible.,834.6,263.0,507.3,1201,52,102.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00833.jpg,smoke,both,0.8,The image shows both fire and smoke in the area.,812.1,262.5,484.8,1201,50,103.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00836.jpg,smoke,both,0.8,The image shows a wildfire with both visible flames and smoke.,835.4,262.8,512.6,1201,52,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00849.jpg,smoke,both,0.8,The image shows a wildfire with both flames and smoke visible.,836.3,262.6,514.0,1201,52,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00850.jpg,smoke,smoke,0.8,The image shows a wildfire with visible smoke columns rising above the landscape.,867.9,262.9,547.0,1201,55,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00854.jpg,smoke,none,0.0,No fire signals detected in the image.,793.2,261.2,463.3,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00855.jpg,smoke,none,0.0,No fire signals detected in the image.,792.3,261.3,462.9,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00856.jpg,smoke,smoke,0.7,Smoke rising from a distant location,800.4,259.7,470.0,1201,48,102.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00858.jpg,smoke,both,0.8,The image shows a fire with visible flames and smoke.,822.6,260.5,494.3,1201,50,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00863.jpg,none,none,0.0,No fire signals detected in the image.,780.8,262.0,466.5,1201,47,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00871.jpg,none,none,0.0,No fire or smoke signals detected in the image.,798.3,260.5,481.6,1201,49,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00875.jpg,none,none,0.0,No fire signals detected in the image.,774.7,262.1,461.7,1201,47,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00887.jpg,none,none,0.0,No fire signals detected in the image.,779.3,260.2,463.7,1201,47,101.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00895.jpg,none,none,0.0,No fire signals detected in the image.,775.0,259.3,459.1,1201,47,102.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00901.jpg,none,none,0.0,No fire signals detected in the image.,772.1,260.3,463.0,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00903.jpg,none,none,0.0,No fire signals detected in the image.,778.6,262.6,465.9,1201,47,100.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00910.jpg,none,none,0.0,No fire signals detected in the image.,777.3,263.2,462.3,1201,47,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00912.jpg,none,none,0.0,No fire signals detected in the image.,776.2,261.7,463.1,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00915.jpg,none,none,0.0,No fire signals detected in the image.,775.5,262.1,461.3,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00916.jpg,none,none,0.0,No fire signals detected in the image.,775.8,262.4,464.5,1201,47,101.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00917.jpg,none,none,0.0,No fire signals detected in the image.,773.8,260.9,462.1,1201,47,101.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00923.jpg,none,none,0.0,No fire or smoke signals detected in the image.,800.2,261.5,476.3,1201,49,102.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00933.jpg,none,none,0.0,No fire signals detected in the image.,773.2,262.6,461.3,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00939.jpg,none,none,0.0,No fire signals detected in the image.,780.6,260.4,461.2,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00945.jpg,none,none,0.0,No fire signals detected in the image.,775.0,262.0,461.7,1201,47,101.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00956.jpg,none,none,0.0,No fire signals detected in the image.,788.3,262.3,465.0,1201,47,101.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00963.jpg,none,none,0.0,No fire signals detected in the image.,774.3,260.9,463.0,1201,47,101.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00969.jpg,none,none,0.0,No fire signals detected in the image.,780.7,262.1,462.7,1201,47,101.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00976.jpg,none,none,0.0,No fire signals detected in the image.,775.9,261.9,461.3,1201,47,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00982.jpg,none,none,0.0,No fire signals detected in the image.,782.8,262.5,466.9,1201,47,100.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset00997.jpg,both,both,0.9,The image shows a wildfire with both flames and smoke visible.,827.2,259.7,510.1,1201,52,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01007.jpg,fire,both,0.95,The image shows a fire with visible flames and smoke in the living room.,856.2,259.1,539.8,1201,55,101.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01010.jpg,both,both,0.9,The image shows a house fire with visible flames and smoke.,1049.5,262.7,699.2,1201,51,72.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01011.jpg,fire,both,0.8,The image shows a fire with visible flames and smoke.,843.9,270.9,497.5,1201,50,100.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01018.jpg,both,both,0.8,The image shows a house on fire with visible flames and smoke.,863.8,272.3,481.7,1201,52,108.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01019.jpg,both,both,0.8,The image shows a fire with visible flames and smoke.,843.7,271.2,461.7,1201,50,108.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01022.jpg,fire,none,0.0,No fire or smoke signals detected in the image.,831.5,268.3,455.4,1201,49,107.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01024.jpg,both,both,0.9,The image shows a building on fire with visible flames and smoke.,861.8,271.3,448.1,1201,52,116.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01030.jpg,fire,both,0.9,The image shows a fire with visible flames and smoke in a building.,868.9,268.6,463.9,1201,53,114.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01037.jpg,both,both,0.9,The image shows a house on fire with visible flames and smoke.,868.2,273.8,440.2,1201,52,118.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01050.jpg,smoke,none,0.0,No fire signals detected in the image.,808.1,271.7,409.1,1201,47,114.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\PublicDataset01052.jpg,smoke,none,0.0,No fire signals detected in the image.,805.8,267.3,399.7,1201,47,117.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00003.jpg,none,none,0.0,No fire signals detected in the image.,809.1,264.8,402.9,1201,47,116.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00005.jpg,none,none,0.0,No fire signals detected in the image.,811.1,264.3,391.4,1201,47,120.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00013.jpg,none,none,0.0,No fire signals detected in the image.,805.0,273.1,387.2,1201,47,121.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00014.jpg,none,none,0.0,No fire signals detected in the image.,804.2,266.1,425.1,1201,47,110.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00015.jpg,none,none,0.0,No fire signals detected in the image.,809.2,265.7,384.1,1201,47,122.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00016.jpg,none,none,0.0,No fire signals detected in the image.,808.4,263.2,405.9,1201,47,115.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00017.jpg,none,none,0.0,No fire signals detected in the image.,807.8,272.0,422.2,1201,47,111.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00019.jpg,none,none,0.0,No fire signals detected in the image.,808.0,271.3,394.8,1201,47,119.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00025.jpg,none,none,0.0,No fire signals detected in the image.,810.1,270.2,390.5,1201,47,120.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00027.jpg,none,none,0.0,No fire signals detected in the image.,805.6,268.9,417.0,1201,47,112.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00028.jpg,none,none,0.0,No fire signals detected in the image.,806.1,269.7,415.6,1201,47,113.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00030.jpg,none,none,0.0,No fire signals detected in the image.,807.7,268.0,393.9,1201,47,119.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00034.jpg,none,none,0.0,No fire signals detected in the image.,810.9,273.6,412.3,1201,47,114.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00039.jpg,none,none,0.0,No fire signals detected in the image.,804.1,271.3,423.3,1201,47,111.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00048.jpg,none,none,0.0,No fire signals detected in the image.,818.1,270.7,422.4,1201,47,111.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00056.jpg,none,none,0.0,No fire signals detected in the image.,806.6,265.6,415.1,1201,47,113.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00061.jpg,none,none,0.0,No fire signals detected in the image.,808.6,265.8,407.7,1201,47,115.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00062.jpg,none,none,0.0,No fire signals detected in the image.,811.5,272.6,397.5,1201,47,118.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00067.jpg,none,none,0.0,The image provided does not show any clear signs of fire or smoke.,873.2,269.3,461.9,1201,53,114.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00073.jpg,none,none,0.0,No fire signals detected in the image.,806.8,263.7,390.5,1201,47,120.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00080.jpg,none,none,0.0,The image provided does not show any clear signs of fire or smoke.,872.3,272.1,452.6,1201,53,117.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00082.jpg,none,none,0.0,The image provided is of low quality and lacks the necessary detail to confidently detect any fire signals.,949.6,270.8,513.1,1201,60,116.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00093.jpg,none,none,0.0,The image provided does not show any clear signs of fire or smoke. It appears to be a cloudy daytime scene with no visible irregularities that could indicate a fire source.,1120.4,266.3,617.9,1201,76,123.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00102.jpg,none,none,0.0,No fire signals detected in the image.,808.8,271.6,387.6,1201,47,121.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00107.jpg,none,none,0.0,No fire signals detected in the image.,808.4,272.0,412.4,1201,47,114.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00110.jpg,none,none,0.0,No fire signals detected in the image.,803.6,265.4,380.7,1201,47,123.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00111.jpg,none,none,0.0,No fire signals detected in the image.,806.0,267.5,420.7,1201,47,111.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00121.jpg,none,none,0.0,No fire signals detected in the image.,804.3,265.3,418.1,1201,47,112.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00129.jpg,none,none,0.0,No fire signals detected in the image.,805.5,254.6,363.9,1201,47,129.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00131.jpg,none,none,0.0,No fire signals detected in the image.,804.3,269.8,408.8,1201,47,115.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00132.jpg,none,none,0.0,No fire signals detected in the image.,808.5,271.8,396.9,1201,47,118.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00133.jpg,none,none,0.0,No fire signals detected in the image.,807.7,270.4,406.2,1201,47,115.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00135.jpg,none,none,0.0,No fire signals detected in the image.,808.8,269.9,392.4,1201,47,119.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00136.jpg,none,none,0.0,No fire signals detected in the image.,809.6,273.3,401.4,1201,47,117.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00139.jpg,none,none,0.0,No fire signals detected in the image.,805.6,270.3,371.7,1201,47,126.5
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00150.jpg,none,none,0.0,No fire signals detected in the image.,808.8,273.2,394.0,1201,47,119.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00151.jpg,none,none,0.0,No fire signals detected in the image.,802.5,263.9,399.8,1201,47,117.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00161.jpg,none,none,0.0,No fire signals detected in the image.,808.4,265.1,422.0,1201,47,111.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00165.jpg,none,none,0.0,No fire signals detected in the image.,810.8,270.0,385.8,1201,47,121.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00173.jpg,none,none,0.0,No fire signals detected in the image.,808.4,271.2,413.6,1201,47,113.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00181.jpg,none,none,0.0,No fire signals detected in the image.,808.7,271.4,418.4,1201,47,112.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00193.jpg,none,none,0.0,No fire signals detected in the image.,808.0,261.8,386.1,1201,47,121.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00196.jpg,none,none,0.0,No fire signals detected in the image.,809.7,268.2,404.8,1201,47,116.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00200.jpg,none,none,0.0,No fire signals detected in the image.,806.2,265.4,406.5,1201,47,115.6
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00202.jpg,none,none,0.0,No fire signals detected in the image.,806.5,272.6,434.1,1201,47,108.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00205.jpg,none,none,0.0,No fire signals detected in the image.,806.6,270.6,434.6,1201,47,108.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00206.jpg,none,none,0.0,No clear signs of fire or smoke in the image provided.,851.7,271.0,421.7,1201,51,120.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00207.jpg,none,none,0.0,No fire signals detected in the image.,809.6,271.3,414.5,1201,47,113.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00215.jpg,none,none,0.0,No fire signals detected in the image.,810.5,268.8,400.3,1201,47,117.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00227.jpg,none,none,0.0,No fire signals detected in the image.,808.9,267.5,418.5,1201,47,112.3
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00229.jpg,none,none,0.0,No fire signals detected in the image.,811.5,271.0,427.3,1201,47,110.0
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00230.jpg,none,none,0.0,No fire signals detected in the image.,809.0,264.9,395.3,1201,47,118.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00237.jpg,none,none,0.0,No fire signals detected in the image.,808.7,269.3,414.6,1201,47,113.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00238.jpg,none,none,0.0,No fire signals detected in the image.,803.9,268.4,379.6,1201,47,123.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00241.jpg,none,none,0.0,No fire or smoke signals detected in the image.,827.3,270.6,432.1,1201,49,113.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00242.jpg,none,none,0.0,No fire or smoke signals detected in the image.,826.1,264.7,427.3,1201,49,114.7
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00243.jpg,none,none,0.0,No clear signs of fire or smoke in the image.,838.3,271.6,418.9,1201,50,119.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00253.jpg,none,none,0.0,No fire signals detected in the image.,810.7,272.8,439.7,1201,47,106.9
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00260.jpg,none,none,0.0,No fire signals detected in the image.,810.1,271.3,450.3,1201,47,104.4
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00277.jpg,none,none,0.0,No fire or smoke signals detected in the image.,829.8,269.1,461.7,1201,49,106.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00287.jpg,none,none,0.0,No fire signals detected in the image.,810.0,271.1,455.7,1201,47,103.1
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00306.jpg,none,none,0.0,No signs of fire or smoke in the image.,829.7,271.9,452.8,1201,49,108.2
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00312.jpg,none,none,0.0,No fire signals detected in the image.,808.1,270.6,435.8,1201,47,107.8
C:\Users\adaxi\OneDrive\Escritorio\dataset\fuego_datatset\data\val\images\WEB00313.jpg,none,none,0.0,No fire signals detected in the image.,805.1,270.7,449.4,1201,47,104.6
